path	bytes	sha256
artifacts/analysis_154/pqid_bench_model_regression_identifiable_150_initial19.json	16933	05e451b3b55b12dafdf1fe77f7d11fe741c3906e28b0ceea7f92dea6b8e2ef5f
artifacts/analysis_154/pqid_bench_model_regression_identifiable_150_initial19.md	6279	eea40bb7be89b26b53b9480893d18241ee2e6bebcae20f86a7e736220072abfa
artifacts/analysis_154/pqid_bench_operational_assembly_layer_audit.json	10842	1cbfa084e352b0f1771415703e58af624ad69549e06ba1fefa06f0668e22b149
artifacts/analysis_154/pqid_bench_operational_assembly_layer_audit.md	2008	ef7b049c07c608d498e4cd315001364a8a708faef630c07c31a8276ccbfbf432
artifacts/analysis_154/pqid_bench_ordered_operand_by_model.csv	2630	fdfd09a719bb4e5ff14b593ec513b92075f75ad4c10c3c0249044c3380eb3f23
artifacts/analysis_154/pqid_bench_ordered_operand_cell_audit.jsonl	8494491	4d087a7d50a092c2a7ee38cb8b226c04bc7482269dbd557d131b8d1973dad342
artifacts/analysis_154/pqid_bench_ordered_operand_validation.json	19721	95ecc6efd154d691f4922e4909017b393bc10aba90357eb6c1a68dcaaf1908f0
artifacts/analysis_154/pqid_bench_ordered_operand_validation.md	6056	c8cdcd9e3eff5a5174796430603010b886a70471a9d42b51f5f9867556bc7682
artifacts/analysis_154/pqid_bench_paired_model_comparisons.csv	2459	e1c6c10e3f56e65c1c06bc913486c48a22437b47a0019cc769b326654d764a89
artifacts/analysis_154/pqid_bench_paired_model_comparisons_21.csv	2459	e1c6c10e3f56e65c1c06bc913486c48a22437b47a0019cc769b326654d764a89
artifacts/analysis_154/pqid_bench_paired_model_comparisons_initial19.csv	2224	f0061b523d04f396596a241d1b91c537453fe285b1271adbc3d1352ea077bb15
artifacts/analysis_154/pqid_bench_pilot_extension_per_model.csv	4281	f325aed7a1e87a7f9785ccbca420beeaebc4b750c29a161295c6138f119e60c0
artifacts/analysis_154/pqid_bench_prompt_identifiability_sensitivity.json	26033	47f3bc29addeee6a43642f1accc021c20d299c5fe9447f5bd53b9d0283d0839f
artifacts/analysis_154/pqid_bench_prompt_identifiability_sensitivity.md	3113	0efa25b2b6e5f56531260fbdda323eb40276a3da8570a9bf2fdb704d9e088713
artifacts/analysis_154/pqid_bench_prompt_identifiability_sensitivity_initial19.json	23970	61e9309aef63b96698467156c6649d5c78f393472ea7d9384c98187fbca4c810
artifacts/analysis_154/pqid_bench_prompt_identifiability_sensitivity_initial19.md	3000	a696428654d0cdcffd3ed007a31ac06d322cba97447f314d6078485a0169a038
artifacts/analysis_154/pqid_bench_rank_stability.csv	2292	c54fdc4502d8248e4b0efb36ac22c5bf7381f5b2285dd25aa9ba95364305e3a7
artifacts/analysis_154/pqid_bench_rank_stability_21.csv	2292	c54fdc4502d8248e4b0efb36ac22c5bf7381f5b2285dd25aa9ba95364305e3a7
artifacts/analysis_154/pqid_bench_rank_stability_initial19.csv	2085	f8ceaff5ffb0e7d4dcdee282d1bf3aa71284bdb6233c92eae07ef0c98a8619c7
artifacts/analysis_154/pqid_bench_replication_crossed_family_vendor_robustness.json	56326	2c2dc458bde87bed3a1269e1ab85976f97fe127511ec4eda4efb7402a2869b31
artifacts/analysis_154/pqid_bench_replication_crossed_family_vendor_robustness.md	5243	7d8ec3c016de65095e63128836e64966ff427589136e445c351cd9022c9159c1
artifacts/analysis_154/pqid_bench_retrieval_copy_complementarity_cases.json	20803	069659479474c62c59ca5a52fdf9fd7b13c3bfc7df62d25b89f3b3c50ac26876
artifacts/analysis_154/pqid_bench_retrieval_copy_complementarity_cases.md	4647	f76b658f433f1942f12f600edf23be87acf340064d53bcc39b09e46fda9f6823
artifacts/analysis_154/pqid_bench_retrieval_copy_complementarity_cases_21.json	20803	069659479474c62c59ca5a52fdf9fd7b13c3bfc7df62d25b89f3b3c50ac26876
artifacts/analysis_154/pqid_bench_retrieval_copy_complementarity_cases_21.md	4647	f76b658f433f1942f12f600edf23be87acf340064d53bcc39b09e46fda9f6823
artifacts/analysis_154/pqid_bench_retrieval_copy_complementarity_cases_initial19.json	20511	5038f2a029cc35ddcd36b177fd6e8ffcbed6343272a99e04b9dcf32e3bd9b4bf
artifacts/analysis_154/pqid_bench_retrieval_copy_complementarity_cases_initial19.md	4528	87e4be33c42855a24e019adb235580824784d0bac7ea3de36ed24a4189cdce30
artifacts/analysis_154/pqid_bench_signature_sensitivity_report.json	12741	c2d2893087471e885b74edc0bb3e47243bac87f3db9716f09f7b4cb774ea1a24
artifacts/analysis_154/pqid_bench_signature_sensitivity_report.md	3412	7ebd3aa94c385e49abb123d864f41f4bf8ce48b90ac9550e142a76349c2fd900
artifacts/analysis_154/pqid_bench_signature_sensitivity_report_21.json	12741	c2d2893087471e885b74edc0bb3e47243bac87f3db9716f09f7b4cb774ea1a24
artifacts/analysis_154/pqid_bench_signature_sensitivity_report_21.md	3412	7ebd3aa94c385e49abb123d864f41f4bf8ce48b90ac9550e142a76349c2fd900
artifacts/analysis_154/pqid_bench_signature_sensitivity_report_initial19.json	12329	3307a957d1bf0ee5703eb1016cd479f09ea5319372b12f7a4d92daeb4ca36222
artifacts/analysis_154/pqid_bench_signature_sensitivity_report_initial19.md	3263	1ec7876cc9d19db56659c1164a02e58b6cb05f8abbff25b50d29a7f37b0792c9
artifacts/analysis_154/pqid_bench_statistical_diminishing_returns.json	12369	0b6cd646cb0082344195e339369acfc50183b2522f8a4ae79ad262370bc75bf3
artifacts/analysis_154/pqid_bench_statistical_diminishing_returns.md	3986	3b423b9b0737b5dcc8390209792033c7ea11344055417bba54379a57995aca48
artifacts/analysis_154/qiskit_specialist_parent_comparison.csv	1370	9fedf9489ecc5705150428834a637968886ac6fdf2a2a15ba8d1e1ff9e795cad
artifacts/analysis_154/qiskit_specialist_parent_comparison.json	4947	01c6de348b08a7c5260fadae3bddf2b8691bd0558df1f3341e48048491b32309
artifacts/analysis_154/qiskit_specialist_parent_comparison.md	1814	dc29a4455e8657ce2df0f3c809face67188d224fda21e6059fc690edde6f4855
artifacts/external_model_batches/anthropic_api/raw_outputs/anthropic_claude-opus-4-8_raw_outputs.jsonl	68476	9d4fecc0a12012b8acf211cfde0cc92dd3cbcaf147a455fe829fe8ab51b667b0
artifacts/external_model_batches/anthropic_api/raw_outputs/anthropic_claude-sonnet-4-6_raw_outputs.jsonl	82653	5695e06daab8c7223a861142699ad384ecdf3f8be9bb95f823f21c0f3a04114c
artifacts/external_model_batches/apifreellm_api/raw_outputs/apifreellm_apifreellm_raw_outputs.jsonl	53066	e3862b2f84692e57ee6a2a5963b2fd7b40423e51eddb8dc90210ad1e4f17e6e0
artifacts/external_model_batches/evaluations/anthropic_claude-opus-4-8/pqid_bench_external_model_generation_harness_report.json	258954	f580046c97bc41f111bca2d95950ec064c68ac98999761e37c7abee3f42a4992
artifacts/external_model_batches/evaluations/anthropic_claude-opus-4-8/pqid_bench_external_model_generation_harness_report.md	1946	e4f9c5f61aa61efb0774a1edf3879fcd852abdfd0ea1b929b379a0fa14990412
artifacts/external_model_batches/evaluations/anthropic_claude-sonnet-4-6/pqid_bench_external_model_generation_harness_report.json	246545	3223bca0674e007132571f42ec35c718d9d131e2f244316d1548cc2f1ee19638
artifacts/external_model_batches/evaluations/anthropic_claude-sonnet-4-6/pqid_bench_external_model_generation_harness_report.md	1944	fe734a03fe7a63c476e2636afa9e6dbeaaf0089cbc72aaed2b78ce269ddfbb7c
artifacts/external_model_batches/evaluations/apifreellm_apifreellm/pqid_bench_external_model_generation_harness_report.json	179075	97fc32f1e8472bcd68e1f72a94d3ca4f8073ae52bc63e28e7e14e447ed08af3c
artifacts/external_model_batches/evaluations/apifreellm_apifreellm/pqid_bench_external_model_generation_harness_report.md	1938	7405e0e6dc3aa87a3d95051a827f9ff0037e132edcc4f28192c32f39e9653c39
artifacts/external_model_batches/evaluations/deepseek_deepseek-v4-flash/pqid_bench_external_model_generation_harness_report.json	243450	21b5203d4ab64ddc5574844d159e2a3ffbce21a65f440ca89bcc9590f70657ce
artifacts/external_model_batches/evaluations/deepseek_deepseek-v4-flash/pqid_bench_external_model_generation_harness_report.md	1943	b15a7469215af556d91c31a50934fea21852ab90d869065b9e0589c0b47688cd
artifacts/external_model_batches/evaluations/deepseek_deepseek-v4-pro/pqid_bench_external_model_generation_harness_report.json	243177	9480bf5272a7704ae117dd14181d10a86c7aec2ac51fff2377cfba6d3a3f3cef
artifacts/external_model_batches/evaluations/deepseek_deepseek-v4-pro/pqid_bench_external_model_generation_harness_report.md	1941	7765e35eca49f1af812f062976999093085e5c37807ce984522e580a03c546b2
artifacts/external_model_batches/evaluations/github_models_deepseek_deepseek-v3-0324/pqid_bench_external_model_generation_harness_report.json	91932	683eebb4720d2d820bd1aef1d80d46a66cb85250bc4d85272805ea6cf4e38100
artifacts/external_model_batches/evaluations/github_models_deepseek_deepseek-v3-0324/pqid_bench_external_model_generation_harness_report.md	1959	2f49e5ceabecbc265cdcde34c1fa37154277ef423c899dd1ff34f3a71d6c9415
artifacts/external_model_batches/evaluations/github_models_mistral-ai_codestral-2501/pqid_bench_external_model_generation_harness_report.json	251007	d6570838f3146664f2c7b653e4f5d7e2be394e88c022d472b22916a787f89a20
artifacts/external_model_batches/evaluations/github_models_mistral-ai_codestral-2501/pqid_bench_external_model_generation_harness_report.md	1956	cb52ba898cb3e391a709f53941bb93c253c2c02db14cebb8d32931830f54bfdf
artifacts/external_model_batches/evaluations/google_gemini-2_5-pro/pqid_bench_external_model_generation_harness_report.json	239839	997e5c60f60d56fa787bcca6fcfa201eff4602a71bae694614ca3401682366da
artifacts/external_model_batches/evaluations/google_gemini-2_5-pro/pqid_bench_external_model_generation_harness_report.md	1938	b49bc9db898eb23d7a65c5b4e8b578c61bb6c28341107aa874f967a37eb86fcd
artifacts/external_model_batches/evaluations/google_gemini-3_1-pro-preview/pqid_bench_external_model_generation_harness_report.json	252975	51f482b786f9b0d8f575ec58e179f5084c5711aa03911022cdb13c42c07698c2
artifacts/external_model_batches/evaluations/google_gemini-3_1-pro-preview/pqid_bench_external_model_generation_harness_report.md	1946	0c0995a4a514d3a9bbe409e9b98f53e135ba3bb70ea15ef7b0527b8b78e39f0d
artifacts/external_model_batches/evaluations/groq_llama-3_1-8b-instant/pqid_bench_external_model_generation_harness_report.json	162786	c1f609f6c91e38b266f6bca1a8abdb4b55446fd4cd86ce618fa80b0c90b91c0a
artifacts/external_model_batches/evaluations/groq_llama-3_1-8b-instant/pqid_bench_external_model_generation_harness_report.md	1942	d7385ea5d14c0fc1f36686a2abb610e8ebbceba78635bd8b09674748e3e07a42
artifacts/external_model_batches/evaluations/groq_llama-3_3-70b-versatile/pqid_bench_external_model_generation_harness_report.json	249253	686857b62cea74ba88f39ae3870aa182ad86e9faae99a2c1bf4ab67022795b57
artifacts/external_model_batches/evaluations/groq_llama-3_3-70b-versatile/pqid_bench_external_model_generation_harness_report.md	1945	c9fe5bf73d3e98e03b16870abab4923cf5f5d9967f796d97fdde6a7c21bf3967
artifacts/external_model_batches/evaluations/groq_meta-llama_llama-4-scout-17b-16e-instruct/pqid_bench_external_model_generation_harness_report.json	206873	a747eebd06c170fc51f0b13609f59617791348db02c84530a643f528f716f124
artifacts/external_model_batches/evaluations/groq_meta-llama_llama-4-scout-17b-16e-instruct/pqid_bench_external_model_generation_harness_report.md	1963	f6bc2751ba9692c1813cfb36fab2ea1a0a4ce75d4b51ef17aa3d1cd9b6e540fe
artifacts/external_model_batches/evaluations/groq_openai_gpt-oss-120b/pqid_bench_external_model_generation_harness_report.json	246689	19b3349e53120b1077ee712e40c7882446cf82f4d46955715cac4ccfce771225
artifacts/external_model_batches/evaluations/groq_openai_gpt-oss-120b/pqid_bench_external_model_generation_harness_report.md	1941	a00b14ccc565b1af898acccd1047d5baf896f4578fc331fc545c8020078cd218
artifacts/external_model_batches/evaluations/groq_openai_gpt-oss-20b/pqid_bench_external_model_generation_harness_report.json	231287	e7075fab7f8853b883cdb098e95dd38499f09057b1c24e7a5205451efbfe7558
artifacts/external_model_batches/evaluations/groq_openai_gpt-oss-20b/pqid_bench_external_model_generation_harness_report.md	1940	095ca5605cc85825381e615aa588a4ccccfbd8a8177877d3ee2239220895ffff
artifacts/external_model_batches/evaluations/groq_qwen_qwen3-32b/pqid_bench_external_model_generation_harness_report.json	198476	d3dd366d21e997a1cae43f05438e6edfced44928abb38969779c302f3e06468a
artifacts/external_model_batches/evaluations/groq_qwen_qwen3-32b/pqid_bench_external_model_generation_harness_report.md	1936	63e7abe63122a3c427f56e5e0efb4833f3ad532cd549e45ea6a6a665f08ede06
artifacts/external_model_batches/evaluations/openai_gpt-5_4-mini/pqid_bench_external_model_generation_harness_report.json	254169	f50a9f3aec93b289620f4b24c8c8049d5dda2980b3e5f042795e07c9095cfc8f
artifacts/external_model_batches/evaluations/openai_gpt-5_4-mini/pqid_bench_external_model_generation_harness_report.md	1936	8af29e6df4f7238e46479d4e0d6fd0cf19d9f587fd3f0198e9c37829f1246f2b
artifacts/external_model_batches/evaluations/openai_gpt-5_5/pqid_bench_external_model_generation_harness_report.json	256175	e12648dd01e54c33c9b97e7a45a489a5a1461d6a5fb65c78d37dcccb341ff6b2
artifacts/external_model_batches/evaluations/openai_gpt-5_5/pqid_bench_external_model_generation_harness_report.md	1931	e447eaa572f2fbd50a3e96c537fb3bc17de3f2dd2f13dd7090b2070d3b7e7342
artifacts/external_model_batches/external_model_run_matrix.json	17150	5becde45b2260f85abc560f8cd5a7e105efbdf72c5a13c7065948dafe5a26481
artifacts/external_model_batches/external_model_run_matrix.md	12285	09a86d7d6c60e1052584b22e31d33d3f13f965f2dbd90391f455d95f477a4483
artifacts/external_model_batches/gemini_api/raw_outputs/google_gemini-2_5-pro_raw_outputs.jsonl	72485	af07f892f9b1c931adcfdb7909a1da90ca5b1e7b674b82f09543e1306448e2c8
artifacts/external_model_batches/gemini_api/raw_outputs/google_gemini-3_1-pro-preview_raw_outputs.jsonl	239580	c6cf59b922601934be88f37693825972a8f00b168ca960eff55cb2fb24a74a01
artifacts/external_model_batches/manifests/external_model_traceability_manifest.json	40117	a85e453f64c7ae3191ef3b606d8d861dac9526a71e3438e10b8cc2a5de91b6c4
artifacts/external_model_batches/manifests/external_model_traceability_manifest.md	29408	f69b7ff9f106d0e3c0ad5207c9831bc0d47f237168c3c7e7039269865eb7f17f
artifacts/external_model_batches/openai_batch/failed_attempts/openai_gpt-5_5_attempt001_errors_temperature_unsupported.jsonl	26530	d52ed674321dd6cc262715aafeb97bf983a13198574de376688e6b8dd153fdb2
artifacts/external_model_batches/openai_batch/failed_attempts/openai_gpt-5_5_attempt001_state_temperature_unsupported.json	414	37d1dd6cb6ab6fbb17fb87a8538415a28f3bcf0d015ae2207e2cc8124ae83a77
artifacts/external_model_batches/openai_batch/openai_batch_request_manifest.json	4848	df261cb88b032328a7f8aee2702d360de51bd4a0b9f32851843f484180a5a20e
artifacts/external_model_batches/openai_batch/openai_batch_request_manifest.md	4139	93f2353c8c60439ae6f3f321e5b646f059bee500e30401d64344a5771e6a8726
artifacts/external_model_batches/openai_batch/raw_outputs/openai_gpt-5_4-mini_batch_output.jsonl	125049	e4833960cd575c222e2b082483962c3385c4db779b89378916ae5128f8555fff
artifacts/external_model_batches/openai_batch/raw_outputs/openai_gpt-5_5_batch_errors.jsonl	26530	d52ed674321dd6cc262715aafeb97bf983a13198574de376688e6b8dd153fdb2
artifacts/external_model_batches/openai_batch/raw_outputs/openai_gpt-5_5_batch_output.jsonl	126479	9e1876974ddd4d71eab6dd550286a40e33e7c74ef00cff5dca8934929d675214
artifacts/external_model_batches/openai_batch/requests/openai_gpt-5_4-mini_batch_requests.jsonl	54222	cc6ed6d905831cd1fe5a264a75d349a7593889ed47596bdb15671ad2b4401a00
artifacts/external_model_batches/openai_batch/requests/openai_gpt-5_5_batch_requests.jsonl	53872	2226c5204efaa9b44717e42e3a971f4cc29f214016b6378d17496345a01098af
artifacts/external_model_batches/openai_batch/state/openai_gpt-5_4-mini_batch_state.json	414	990aebc3bc627f3ff24a981c5f78245086ce0337b4609d0b6b055351084b8b33
artifacts/external_model_batches/openai_batch/state/openai_gpt-5_5_batch_state.json	414	448c4c85a976b0081dd3e3a535ffc6f9716858f61b625c42aae80d0b627bf09d
artifacts/external_model_batches/openai_compatible_api/raw_outputs/deepseek_deepseek-v4-flash_raw_outputs.jsonl	201960	1ea686be48138647907ed4091facdb5aae50f63e934c8120b5c206f7fc999c85
