run,model,model_label,model_order,slug,provider,prompt_id,cohort,gate_type_bin,has_barrier,execution,signature,runnable_wrong,qasm3,gate_count_diagnostic,finish_reason,provider_error,transport_affected,attempt_trace_recorded,attempt_count,initial_attempt_success,recovered_after_transport_error,created_at_utc,request_sha256,response_sha256,normalized_text_sha256,ast_sha256,ast_parse_success
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0022,pilot,5+,False,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:42:28+00:00,7d3c81930e4f0d39fe8660998803b68bb24203d5512b7911005124c706ad53ca,772f1a56fbbe9534dc4172e19cd602cbecc8bec3770ef5abaf1cd5117be216c4,7a9e7d3f02e515af31997aabf6bcc32d1ec5841479840e44f48020f8b86fd8de,affde5200c63b7e4cd1d88976ba4be6f51d91e13eba9290d76b2acae56ce7dba,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0023,pilot,3-4,True,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:42:36+00:00,aea1ceddf313f102cf9c10ccd95263d724977dac164b41051acc3b656c3c4fc5,feec887cbbaf263c8dca8950fc7d225a8b1423f0012d336e620eb0733a2d01e4,c31faacbdf20eada40868f992e8c5b5c3c15a638d45d4efcc7a824e4a2243054,01d885df425493bb3de21c2845cfb5951a3cd7653e6c41720df0ea7762c44ebd,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0024,pilot,3-4,True,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:42:43+00:00,8eff1a7db6dab0074b8bd2686f3cb553b43b18ec62195ecff087903ff422d5fa,9652036d3addc7cdbb4ac6a4db48e8446907a056e4dda9c4c2545ffd66960cc5,e487ee94a478f7e12b30887e8521be75f9910c4d68520d27d2086b3acb21688f,45d5124b0365293b63dd2e9e9391092a61293f3bd254d6dd5c090edbe45b6b93,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0025,pilot,1-2,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:42:48+00:00,2d6960e73e247945ce53c264c7cdcd97e0b9291c16be304f3b6ee494207beb3b,92a7b0078ffdfec69b60bb44fb91deacdb9b2a8afd5701db556b21f83b491629,7eec7e57548aa07feeb34cce7b29e743fabcb679bf5d1c13494b9af84708ed9f,7f01500a23b7f0a3367e1ce5968732f90858f3293344a2d8e8ecdaad942bfefd,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0027,pilot,1-2,False,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:43:02+00:00,ac2e0a8871bf88b2da2e351d0eba8ea7a4176caaf1ab94d282205c6cc14708b6,b4b87dfda670d5456e99173f421a604d5c63f5c541778f8fa768c8b9d6b64ff0,343387924f5f59eef13ecb6cc9f6afd50fd925cd720cfd2e4631ed091ad1ad3c,a4c0b5039783c69c8cb648c6a4ec3eb769487b4d33754f186f6faedaec0f7b4c,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0031,pilot,3-4,True,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:43:24+00:00,124a67070484081d3b1bca115bd65c84a8eaf4f5149e7174ad805ed5e89527e6,507d311a534557df06fa43884d3a637175bf8daf8fbc925200d95d0ae5b06e0b,74a4b321b488e9e0177ab74d2ec971da35dd7d65c126f69d6dec3b72b2ef8541,f82b659086c240dc5cbda6d1c885985a7ffaa581ad3a0abf6f7cc6976f9a4e56,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0032,pilot,1-2,False,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:43:30+00:00,b5ca6eb0ad2e91d306ff8b3df582ca18af9c3095f3438bc8827e7a32cfe7a90f,1855f4d400741f6ebe4de03305b5b71c826987e61c65520ffc440c71f057bbb3,e0c5f00b3c540b214d2d3a743537430775ef9ce4bda75d12a1b32243bbbb39b9,2668eda94a3625b784e61dc22658ac8834a753692e4dd169427a7360e4e2583f,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0034,pilot,3-4,True,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:43:47+00:00,03140581f4156b58156dc2ed40dd743a5aa634e155ae037b9585c700fb4abd59,e999246629a9ba58f3e3ef038e5700973959d8056242d09fb7ea7ad78e2fb59e,41dc19a4f90d55ce092e511842bbc9b89bd4c0259f21c6c2d617bc5dbe687314,c2b5ddcf4d93a635e186fa08b919bb14d1e47e568e22eb48aa6b9b72f38c32dc,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0035,pilot,1-2,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:43:57+00:00,c4ed1db36358d91fc6839a79a748a58c2553cb72e0e393e19c58d39405d7ed63,8068291186cb67d05b7c8d3d82d19e4f53f65c7ef7fc57f8d2cfbcba992e8f8d,5322b7b00143d4e03e5d41a926b3a856ae62e92fb7e8d870e4e62ae8b35c1b42,40ee65c21030177d13906e2b330230d3e0161b9545e112f46b6dcae7944d7db6,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0036,pilot,5+,True,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:44:02+00:00,63608e94099872bd9eedade03b4770d3d3fc0fada886fcbaeea67b3fca5508eb,573e4742d45cc7356db516f5dcba399e5f21ebba22c0f3206bcc1b35d40508c0,9b0fd6ee2906d64db04580fef441fe1aea1ffed59e5c9fb82eefdf91a0e0af19,811a57a0dd30af9de86c4c56967eda02d7ab1837554fc5bc056df01f8e06f3da,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0037,pilot,1-2,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:44:07+00:00,7c8e210edc2a53e600accad1220e77677c0ad8da5876fa3b2e1f8d72f63e8034,4baafb520ac482c95334b0e616b2f5213d9490b18f9f9fadd9234a346388077b,4f9fdcc659e257bd91302d2327605d7d765374272c4567e75b40b23a1a567d2a,f5859117317557c81f895011a558858e1693060ea8b518da37eb133952a65d99,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0038,pilot,5+,True,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:44:15+00:00,f0a4f66967d3319874cc23788a77613f8f8439ac92fef624f19ccb15883b35d5,f04bcb6eefd0085eebd5fae66490c3b800bf8e6b171df7ed8bcdf91a08e29b84,e78b74e79e3473e3110c1e0beac88cc51418d3125256325adab6ae22a387c528,2e92ce0f93a350b3c0abfae2bab28f7c399af6a0d25023fcf1e4f68772af00c5,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0041,pilot,1-2,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:44:55+00:00,82737a06656acca4f39b3c9e9188a4ffd562c1309aaa93257da133b2084e6ea2,018264d083fb166edfc0942d4109eb5ac3f21907045950989693d1c837bc4a95,5ea8b8e69a50c7f3e957c55a1979cc2c19ec3e5a9d3ad3504e0e2bb93aef30b2,1a4e4b2382158f4ebbc77f343db5b5a31f098357c1667e3c8ff4a4e63cc051cb,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0045,pilot,3-4,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:45:22+00:00,c8c9fce002c32ee324cea733f280facb18001e85850919064ff1b1ecf8dbbab4,ffbfbe589d008bf679e87ca052a368c210588ce1c95c61403f111e33fbcc5ae2,e1f2d50a3eae4f032c92332f0a111f70d4813cc880a2fc0ac507698220f0a4d3,2aeea62a31758fe44ea26d361e02370cd64da5e365a6b3e7eca72a24e25b3aeb,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0046,pilot,5+,True,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:45:28+00:00,0cf17d9eb9054ecfdfc6e50a20874ad731fc98d196593ff49eb0b5d294272f46,53be48967b598b7a0474d46eba95b0b2b883aea5398fb01cf42c4da607f0acc1,5580673936109e8de7a4dfb89a1934c2be351fb21df746e2f8d875869b42c48d,41f958c1e39eb2ba27366de67467b754072272cca127414eb8f76c372a40272b,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0049,pilot,3-4,True,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:45:48+00:00,3168a5ef2eac3e1fc1a9fd63c8a89f79faa6899192cf9e1a2a97a04f71120def,b897c261882a4467a6e96ff34dc4d8ae8e687d732665e0691f6f9f844414d60c,a81e38f91285a272ba9f96961620ab84f9e709d295ff20ce111fb87ede5efe24,872af5179939961cb1e91154e67e5a6f2e57c3d411a2de305d4df9483d04187a,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0050,pilot,5+,True,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:45:53+00:00,356cfadd62a7de4615f45654addbe82bb0f78d614fda4165ece7f8f1e78e3c16,6d9d480f5993e615a857925a0f899181598ba54a73ec36a8faed62e92f9ad634,c8ea35605c3d966ad3f126068e8872f30553a5951d5b758589dccf64d6595119,6beed3ccc075b39504e0926e518360355891d82578e67360825c997468d00a36,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0051,pilot,1-2,True,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:46:00+00:00,d2ccb6e7d42b4fbd1c4a4670c7cd5b2c59b382571dbc24e3ecc35af8dbbec109,82090bf129c7c6afebf22c274558f2405a13486a7c181b512b5fc0c44c96403c,b4a641c30ba17abcdb248dab1ca50f6e0e8c8b6de38b4d964d025c62110af428,72840f80e47e629ac9c60e9fc63e2a6655ae1b9e2cdd83b822653bb733f8a9f1,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0052,pilot,5+,True,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:46:05+00:00,6b282b16a6920d93935d0716f264d175cbf9f95156de5ea7ca65844014ba45bf,6d4645fc8d188ebfabfc452df96ba5c153c3a34a1644c705fafcb1c20db811be,3629477d8453197abdf6b5733b1be0e004a2b79d14de74ef6c5673041d9bda89,442870a193eb3d43f2a79ea15180a6e84ab1a321a5bed98d54d052615ee00b4a,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0057,pilot,1-2,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:46:33+00:00,9b7522c3b9af2131ccd20ceba9b02c11deed38108f574c195da5fd0b49b6169b,f9255351d30b9cb53d5eac4a8aa193e50aa717a5c4212f5ff59e46b48dfaef14,acd39ead0502dae48a01d19484223231d0141cc5c45c9ef15987014bf4b2f0ce,347c3142bd13c7e00bc60f0e847dd5d9d5eeff16a51def20e153b4175f751233,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0059,pilot,1-2,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:46:43+00:00,09cffeaeead4bca6cf00568897fc605edf1a873c0065be9679b6c9fb7e5a822b,249eb9f0e340e10cd2e79c4ce17ae3f717a48a8152939afe2fae201d5a1feed3,5f92eef79e06439cf57e3bec070831709a1947ce6e7fdc2c1f0ce49614825f72,f8fdd43193ff404409962c9530c9b1473ed025392811c16f9d6f6a04b5403020,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0060,pilot,5+,False,1,0,1,1,0,end_turn,0,0,0,,,,2026-07-12T13:46:48+00:00,ec22109c68a89c932b716291e5845599777abf8397b6bd3abd9b318084c646b1,66ffe8a2df52c9c9610d09cdb730143a27fbccbf563a27de863f7f8d7a4e4ca6,72e8c7dfae4c4117e96d47926ab2a30f610651981c013d594a853af13e3a4815,5e3756383056a4a08a4f003634370322cbf8530b69beb0e8b06e8ce34ccc1578,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0061,pilot,3-4,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:46:58+00:00,1f618640d1c26bbaa9b15080ea0a11e959f6fcdc2f6bc0317c2bdeec38a5b63e,d073e96c05b1e0c3e543b73d105cc2a8ea626282b8ddecffded084b70f6505f0,8b9db0c150f48d4d8425326ee2c620ff1b2a7b8689cc721aa914b52ca07d40f4,3636d7b2128b0488b77a17c4d284d1075cb6b5228665793f47f84a94756814fc,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0067,pilot,1-2,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:47:40+00:00,af98fa22604da5911d9ffb824c95c849c960547209c41ed64721b7a24a2b9729,cd5234f85dc0c79091a9faa8e235b457d742771a6b7264294ed17ee3ec1da266,4609b07760424edd6919847add9b193c0bdb6a13fddc7aa774f0bc442042987f,787d957394917f57d65de7b16990f769ac954415071847c3b43085439d971594,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0068,pilot,3-4,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:47:46+00:00,c5d02bc35c5a321b5805bfc6834e2aff5c1425cd5dc9bc2ddcc3f094437d6b24,0e8e1f6ee3efbe3992649ed619c1c7c53813d08049e8bcecd483be224d14d972,f1d99f9a3fa2793716d8a35029c206f2d39b8d1068e231f346ad1184e8fce2fe,b33b04e4fec0860555aa13c4aee4bf4281cb6d1f547bec9662e853d7fb68942c,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0069,pilot,5+,True,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:47:52+00:00,2b9f87ab93d0981678eb3829c56a86614815c623cde32e9700d42ebfe8ecca39,3df7079f2a8e4255d5389f7e2321887bde1b50febc7ec63bf1c1abc0306c1984,210dc14eb792110a853531305f96474bbf7ba97aaa6bf8244835388e5842c9dc,7df7cbacc8f527ba475e2ae28ed750466d4b64df3aa05025fe6660de5b560c78,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0073,extension,1-2,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:48:14+00:00,deb7b8d88c46a3c14bf487b823aa7323f11faef35dc38aa3dff153767b307d0b,567eb575a687c9b816f00b5e12e3851ff3645366314546c9dc0ee31eeb11cca0,75befe5e7fa25f183e8b2a046feaffd5f78514f59aa8949c6c2caeb2662b17ef,03d3ba74205202b8168dce1e7575de3ff03640770313771992aa50757157c24d,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0074,extension,5+,False,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:48:21+00:00,bca94e63f3f2eaca059b63ed1c5a9767a345ef788fb5f90933fd39826cb57996,8aae1681996774e5e8c19552620caf22e778a45754d3d7f8760d6dea948e1a41,1fd8ee680e3fd5dbeb37efba6022dc01b4132f82658e01eb4adb31dbfabde90f,146137c075ec67098ae7d3f0cbcbfdedad8db86b2408884754da43a075fb124c,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0077,extension,1-2,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:48:39+00:00,f45793a1460bc76183d7b5ccda95d0d9ebe7ed9994621ee5235204f870c9db0f,a2ac55b32dc88d802e30ca830b0f633d15c6e6daa6377ba594d3e03a96d7101b,82ca9b6d3e5e6c63fde20c5a2dc61fd538be4a6b0c4c7c9b42916e07263ba903,d4f344496e908c7e4f0f457e464e8f23e2a26c2fe2c6a9d86a6aea382f57fa6f,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0079,extension,5+,True,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:48:51+00:00,6126cc00ade51487e9aabb5b39811d730284242e39a43261ec1af162d9dde9d3,875ab9129df09fbf9d41d8a72c48c4b9b3722ae1d22e127e4fd3069f63bd7c94,db8ae679903ead433df56b340a07f518fde9c5bc269901c1b8eedc78fa7988bc,bc7d48c6bd1aa981956ada5fd46ffb059aa5cb51c0e8b6cb5ff820c73433453b,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0080,extension,3-4,True,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:48:57+00:00,fe93e8d6a8fccdf8b0a287974435c37199cc9bd5cb46b4ffd2c99092828cfaeb,e39bc139efa8841c4800d25f259b003337354964a86665ff9eec36a2ce519f11,4909bb8f893319b68461659a2f15e57f194a43edfbe22388fc696189471c9c20,cc059b54916b64929b7bf557ce20fa41438dc30e5655e4a6251b0a7decab6e78,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0083,extension,3-4,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:49:16+00:00,6771742b9e7a031e991002d8794ce8b3e7bea2d4f12d441584120dfb43347e4a,9bba656ec5e118d9e5f9fafb94e02ea362ba1031550fe2c4b931326ec1d2a6d0,d8983be34b7519f8e3c73e9d4ed78608eeca88644f7fdf93d9983be4f5d4e072,ef50d5b7f5613b8580bcf1e822e0f913083b944f68ed94af170e7bff2e8144f0,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0085,extension,3-4,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:49:28+00:00,59c054aace3ceb48349c48ca8f3e960722ff26f1d53c254e08fdfac27eff75b2,4eedc09c4fc6c29b37c9999cb38da79779c32ff393c602194adf3daf680b84f0,2e5efafd8a3def6035f025458aeda2c4cef097c5132e8cbc32540f58e88e7556,593f6d19bbdddcc76f073459728b04f43393231eff79a22140d9b3ce45cfc61c,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0090,extension,5+,True,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:49:54+00:00,9d2c378c45f4c20ab9c7d518e50466c80ad49b3591d2ea5db4b9c28e5c1f4b9f,6b5c97af0e9f18402ef12f0f5de79a495a78d7e0fb6f81cb55f0ef68d13114ec,9121391efc6ae365830986d35f18ff21cb35b17ba39e3f9051f83f8bab6da567,3f8d779c03f3bf660079fb3654c4544fc2805a8bb50561e167fed04567f8ae13,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0091,extension,5+,False,1,0,1,1,0,end_turn,0,0,0,,,,2026-07-12T13:50:00+00:00,98bb0511000aa73c74618f61c7a81b2f829237498261e6a50cdc22e6a91e0132,4b05ac9ccc0166b42ec055ddf1991217045b0f4919940be36d7c6d3762298d7a,93e80aa1ae6c8ed6b5f3f0006ed366a25f750011dfb85e6eca93f459bc3959b8,cae4aec5c5209b429356bf42bbd6e1777ab944f000c747fa799db65678ca4ca4,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0092,extension,5+,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:50:11+00:00,bea651ddf04f72c7b81153975100ab09fadb240f94a42ea9ad872a01bb71df0d,6a0de9a2a89b19ed182e695be55590f844b0121d04fb7fc02b722513b2bcfeb5,952e6645a8303955df515fccf59d7206341ac941a7dc377ef883bcb66a4936df,594b95a814c29089bbf1b14861d1c9350a69ccf743db7f59c473a907c4f3e383,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0095,extension,3-4,False,1,0,1,1,0,end_turn,0,0,0,,,,2026-07-12T13:50:25+00:00,59450af0eea4a9d2392cf12c49ddb95a88e4ea9105fbe956896a2d910ef78542,2ec2f72611ef0252894db95d70889e40f45fae7694b93f3620f334b06bd36cc2,2a9c3652e86b422a894d089428908c35db2cdc72e406b2209de65b61236ad7a2,b4c550838d25dc297e0f6ce887184016c1be2da58b585971878743ef56d48759,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0096,extension,1-2,False,1,1,0,1,1,end_turn,0,0,0,,,,2026-07-12T13:50:40+00:00,8fd537ba8a50af65e1390b442d9dcaad5eb89846b71d6db0f4cc9364dcf69224,0107f1faaf81995a84b9ffa670a8bf4393e6fbc5400ff1a40471a599f0decb26,7ac35ab40a93d673a00db7f25eea1035f79e8f953cda87a6d511b9cf757c5679,392009e0e0450a1829f797d3a7d07ec13e74a7c46fdad9e4af7c41774729b639,1
1,claude-fable-5,Claude Fable 5,4,anthropic_claude-fable-5,anthropic,pqid_bench_external_gen_0098,extension,5+,False,1,0,1,1,1,end_turn,0,0,0,,,,2026-07-12T13:50:49+00:00,38e003885eff7e11e3445534623aaf94ca0417710817b56cce73a3a5a2ddbe90,1090cda5afd271f6869cbd6d2fead9fe40078dc3674a8cfbaabd5bf07a439f9f,7e19d552e6aaf0855d74d5105a7ca8e6df2d38e35cfe3a481864b834a457da75,cc64f96495f7e27c9daeaabf766056178e7a0be681cd273da7612b3bfd6185c0,1
